,UTSW15_T,UTSW24_T,UTSW31_T,UTSW32_T,UTSW37_T,UTSW39_T,UTSW45_T,UTSW46_T,UTSW47_T,UTSW48_T,UTSW49_T,UTSW50_T,UTSW52_T,UTSW54_T,UTSW60_T,UTSW62_T,UTSW65_T,UTSW70_T,UTSW79_T,XP615_T,XP659_T,XP681_T,
RP5-1071N3.1,0.0049435981,0.003287763,0.0280714207,0.0014796072,0.0087509271,0.0087401117,0.0223111351,0.084320116,0.0098882643,0.0106057599,0.004148796,0.008178415,0.0128118379,0.0256808031,0.0112913485,0.0092604836,0.0106348769,0.0082809006,0.0100805752,0.0102409077,0.0050159989,0.0087357899,0.0141641445
NBPF2P,0.0183619358,0.0106852298,0.0051038947,0.0273727338,0.0137866878,0.0166062122,0.0136909238,0.0129979172,0.0111242973,0.0235683554,0.002765864,0.0110992775,0.0051247352,0.0214006692,0.0108679229,0.0311707878,0.0362552622,0.2989405111,0.0120966902,0.0038403404,0.0154659966,0.0188613645,0.0231347693
HS6ST1P1,0.0361942003,0.0410970378,0.0089318157,0.03477077,0.0501189459,0.0463225919,0.0933011102,0.0424468611,0.030900826,0.055974844,0.0311159703,0.0847050124,0.0529555967,0.0798958318,0.0317569176,0.0620452402,0.058491823,0.1341505895,0.0342739555,0.0051204539,0.0516229888,0.0573782564,0.0302168415
NBPF3,0.1749892478,0.0765062456,0.0306233681,0.1020928991,0.3007375416,0.0454485807,0.1427405572,0.0676855353,0.1026896248,0.1405498873,0.3706672676,0.0650067157,0.2120957059,0.1383909943,0.2654596025,0.2098240376,0.2419434498,0.9635324685,0.0696769355,0.0396835175,0.1089391364,0.1656941095,0.1015899655
ALPL,11.5246429849,0.0295898672,0.0918701043,4.0168821063,0.0636431059,0.0943932062,0.1389375229,0.1428279516,0.1001186761,0.0960410482,0.7619955394,0.0771107699,0.0213530632,0.0399479159,0.0451653939,2.0687920382,4.2902833718,0.3444854643,0.0576810511,3.2258859393,0.0865259812,0.1403007566,0.1081196361
RAP1GAP,0.3522878621,0.3632978143,0.135253209,1.272462221,0.1439925271,0.0751649605,0.4441944161,0.198467756,0.2472066076,1.0947501074,0.7447088892,0.6326588169,0.0659809652,0.0827492543,0.0070570928,0.0388940312,1.2998720008,0.7618428538,0.0611554893,0.7066226343,0.1232054733,0.1314339298,0.362956202
U7,0.0056498264,0.0189046374,0.007655842,0.0991336847,0.0015910776,0.0069920893,0.0070989975,0.0174032131,0.0105062808,0.0271036087,0.0304245043,0.015188485,0.0051247352,0.0142671128,0.0169370227,0.0037041934,0.0116016839,0.0223584316,0.011706908,0.0102409077,0.0157084366,0.0083387085,0.0042492433
LDLRAD2,1.5387514033,1.0463305827,6.0800145383,1.0204851091,2.3626150653,1.3625834112,2.264833744,0.3866105999,2.0623211241,2.412610051,2.3279309461,5.4682401488,2.2793284581,1.0600464824,3.0489040275,1.1998438193,4.0661001664,7.3508229549,1.7926622829,3.5484745332,2.3594088478,2.4396996358,1.966219321
HSPG2,5.0635015289,5.6797503557,7.2283908415,4.8642087808,10.0097320096,2.5786825506,7.0527526202,1.2091619355,7.037143977,12.977714559,13.4598145293,24.2943088715,12.0318446727,4.2030914362,15.3251827083,6.173964422,16.8690900989,40.4285656677,7.0605692508,4.5072795208,7.1154995954,10.1268135468,3.4932699001
WNT4,0.0056498264,0.0115071706,0.0204155787,0.0014796072,0.0015910776,0.0174802234,0.01216971,0.014913762,0.0197765286,0.0188546843,0.0096805241,0.0689323549,0.0187906956,0.0370944933,0.0070570928,0.0055562902,0.004834035,0.0099370807,0.0571232592,0.0025602269,0.0192279958,0.0393110545,0.1199230898
C1QA,8.091850846,2.1654029224,14.5563076293,0.3329116276,2.7675443266,20.6933855816,6.8317709688,5.6806175342,6.7327090397,4.7698462511,7.0636709914,11.4007104994,11.7450388694,13.7627703798,8.6799841937,17.0476242754,3.4418328917,4.6751149197,4.2976852105,0.7821493289,4.8159525145,6.2373539862,5.1461500172
C1QC,8.7827751771,2.8240487086,9.789780387,0.4912296016,3.3028624012,27.8879133938,7.6039593532,5.9567859903,7.1402291324,5.540331141,8.407991543,13.5010092536,12.8271266989,17.5167901729,9.7063959978,22.8732648669,4.0431868407,5.3371729215,5.5579788784,0.5248465219,4.9879218572,8.6278155336,5.1066839893
C1QB,12.6268534901,2.8646032655,10.1312309411,0.5474546765,4.3749623418,30.7537435735,7.6541086999,5.6825219069,8.1189818936,6.1920315198,10.071437486,14.8595958686,17.069869316,22.4124357995,12.4444774303,22.1420385601,4.7375959628,5.3726482996,5.2573559659,0.6272555993,5.4475420174,9.5380411619,4.8027639415
EPHB2,0.1101716145,0.0994548315,0.1454609984,0.019234894,0.058869873,0.4745880643,0.0547636951,0.2862295094,0.4814348684,0.6004038533,0.2503106944,0.3049380447,0.4710485737,0.313876482,0.9075421331,0.3944966017,0.1363197859,0.2103348749,0.5134372949,0.0256022694,0.1345959708,0.6640193025,0.6233781621
MIR4253,0.0049435981,0.003287763,0.0025519473,0.0029592145,0.0007955388,0.0087401117,0.0010141425,0.014913762,0.0160684295,0.0235683554,0.0165951842,0.012851795,0.0111035929,0.0085602677,0.0409311382,0.0148167738,0.005800842,0.0049685404,0.0181450353,0.0025602269,0.0041799991,0.0218394747,0.0132198682
HTR1D,0.0014124566,0.0073974668,0.0127597367,0.0014796072,0.1789962354,0.0017480223,0.014197995,0.0091776997,0.0086522313,0.0082489244,0.004148796,0.00233669,0.0051247352,0.0057068451,0.0014114186,0.0351898377,0.001933614,0.0066247205,0.0026881534,0.0025602269,0.0041799991,0.0039708136,0.0066099341
LINC01355,0.0755664279,0.0493164454,0.4797661,0.0739803617,0.0397769412,0.2150067474,0.1257536703,0.1892900563,0.1536759876,0.0966302571,0.0719124647,0.1337755024,0.0913911104,0.1883258892,0.1369076002,0.066675482,0.1981954334,0.155680931,0.0947574065,0.1740954316,0.0991704785,0.1086017517,0.310902971
RP5-1057J7.7,0.0021186849,0.0139729929,0.0280714207,0.0118368579,0.0023866165,0.005244067,0.0091272825,0.0137665496,0.0098882643,0.0058920888,0.0304245043,0.005841725,0.0059788577,0.0114136903,0.0014114186,0.0018520967,0.0222365608,0.0066247205,0.0047042684,0.0435238579,0.022989995,0.0107211967,0.022190493
TCEA3,1.2666204531,2.0882802212,1.2466262758,3.2202467756,0.1491635295,0.1782982783,0.4583924112,0.6843122339,1.2119303939,1.0193313702,2.792139735,0.9510328291,0.9299259013,1.8456793168,0.0239941155,0.212991123,5.3872419211,1.033456393,1.0913902708,1.1047379229,1.2675136648,1.4246286455,3.3308543769
ASAP3,1.5219219829,0.1487712769,0.491249863,0.8182228002,0.2166490879,0.0402045137,0.0329596313,0.2386201922,0.5226318495,0.2180072873,0.9500742932,0.3166214947,0.2844228015,0.4223065394,0.0748051836,0.1166820935,0.3963908667,0.2517393778,0.1774181228,0.4441993734,0.2388869481,0.4352011694,0.2688826758
E2F2,0.047317296,0.0770158489,0.1135616566,0.0340309664,0.0246617035,0.1171174965,0.0801172577,0.0881403335,0.0803421475,0.1143065236,0.0470196885,0.04439711,0.0368980932,0.0884560995,0.0508110681,0.1129779,0.0290042098,0.1465719404,0.0127687285,0.0640056734,0.0798379827,0.0776294057,0.0226626311
ID3,1.5448955895,0.6419357306,1.7710514542,0.3839580771,0.1113754353,0.6642484878,0.9365606012,0.1089851839,0.2706912354,0.7082290792,1.0669320483,2.115872793,0.31431709,0.4194531168,0.2117127838,0.8473342502,1.9899304914,1.7737689053,0.1508726083,0.3289891613,1.8118206067,0.5241473938,0.3871532821
HMGCL,1.0651123327,0.8655036163,0.6430907298,1.4833062518,0.3086690637,1.0627975805,0.6404309904,0.4921541464,0.3633937132,0.5238066983,0.9085863328,0.4778531046,0.4300506924,0.7333295988,0.5194020295,0.5509987747,1.0625208843,0.4877450445,0.5544316339,0.5709306067,0.4322119062,0.7522706345,1.2004112435
FUCA1,1.9702568936,0.834680838,1.3206327486,1.9159138148,1.074772951,1.3830352725,0.9994374363,2.3879227407,0.8540988293,2.300860694,2.0886837078,1.5901175435,1.2363423579,1.3311216259,0.7854544278,2.0150812333,1.4869491538,1.245447448,0.6404525419,0.6554180956,0.6372408617,1.3457087254,1.1277019686
RP11-293P20.2,0.0007062283,0.1968548111,0.0102077894,0.193088744,0.0230706259,0.005244067,0.0735253314,0.0068832748,0.032136859,0.0730619017,0.0843588528,0.012851795,0.0341649011,0.0313876482,0.0056456742,0.0500066115,0.0671930859,0.0033123602,0.0120966902,0.0179215886,0.0503689891,0.0532089021,0.0290364962
MYOM3,0.0049435981,2.5919901749,0.232227208,1.9708368353,0.3174199907,0.0821570498,1.1196133229,0.1502848326,0.3955305722,0.89795434,0.826301878,0.1483798149,0.4864227792,0.3852120461,0.0599852887,0.5417382911,0.8217859432,0.0082809006,0.1858186021,0.6426169609,0.6570958574,0.7982645683,0.4504339582
IL22RA1,0.0550858073,0.2276775895,0.1658765771,0.2197216742,0.0214795482,0.0437005584,0.3508933059,0.0378580113,0.161920328,0.1498593877,0.2212691221,0.02570359,0.0700380472,0.0142671128,0.0084685114,0.0648233853,0.245568976,0.0115932608,0.0584673359,0.1433727084,0.0313499932,0.359588937,0.1069392907
IFNLR1,0.1398332031,0.0756185496,0.2181914976,0.237476961,0.0230706259,0.0454485807,0.1044566778,0.3286763705,0.1069168578,0.1284475368,0.3606548398,0.043228765,0.0264777983,0.1754854877,0.0211712784,0.079640159,0.1530745511,0.0753561953,0.0379701664,0.0614454465,0.0247664946,0.036531485,0.054059818
GRHL3,0.0324865017,0.0016438815,0.0178636314,0.0014796072,0.0023866165,0.0034960447,0.0010141425,0.0080304872,0.0098882643,0.0164978488,0.0138293201,0.00467338,0.0136659604,0.0428013385,0.0028228371,0.0166688705,0.0067676489,0.0049685404,0.0033601917,0.0102409077,0.0050159989,0.0027795695,0.0014164144
RCAN3,0.4454534992,0.1874024924,0.5014576524,0.5568205903,0.338899539,0.2062666357,0.4102206423,0.4267630361,0.3497973498,0.5697649913,0.622319406,0.2044603748,0.2084058966,0.6534337671,0.543396145,0.6062468199,0.6535615266,0.3063933216,0.1391119372,0.0204818155,0.0904969804,0.2899488083,0.4461705507
RP4-594I10.3,0.0692103732,0.036987334,0.0204155787,0.0872968268,0.0533011012,0.026220335,0.0740324027,0.0562134107,0.0618016519,0.0813108261,0.0746783287,0.038555385,0.0298942884,0.0941629446,0.095976462,0.1111258033,0.0812117873,0.0579663041,0.0147848436,0.0025602269,0.0196459957,0.0432818681,0.0660993408
NCMAP,0.007062283,0.003287763,0.0689025782,0.0014796072,0.0015910776,0.0017480223,0.0375232726,0.2323105237,0.0024720661,0.0695266484,0.2357899083,0.01635683,0.0017082451,0.0370944933,0.0042342557,0.0018520967,0.0473735426,0.0082809006,0.0006720383,0.0025602269,0.0029259994,0.0023824882,0.0047213815
RUNX3,0.2429425346,0.2646649235,0.7477205707,0.2101042272,0.0556877177,0.9701523967,1.1038941141,0.6223627609,0.2101256165,0.7918967408,0.6008839598,0.4404660646,0.2237801021,1.3573731135,0.3637225625,1.3085063339,0.3760879199,0.2931438807,0.0944213873,0.1100897582,0.3615699215,0.9017399996,0.047685953
RHD,0.0268366753,0.0053426149,0.0535908941,0.0170154832,0.0087509271,0.0066949255,0.0108209005,0.0212234306,0.001236033,0.0119845087,0.0276586403,0.0146043125,0.0034164901,0.0361528639,0.0214112195,0.0287074992,0.0246535783,0.0659656541,0.0146705971,0.0281624963,0.0211089954,0.0126390997,0.0871094885
RP3-469D22.1,0.0452268602,0.0121236262,0.0063798684,0.0252716916,0.0076928604,0.0166062122,0.0132649839,0.0104166892,0.0105062808,0.0096276732,0.0142856877,0.0155740388,0.0139478209,0.0028534226,0.0061114424,0.0055562902,0.0133709407,0.0102186313,0.01086686,0.0025602269,0.0095094979,0.012674837,0.0258495637
MAN1C1,2.1898938944,0.0460286824,0.1020778936,0.0266329302,0.0572787953,0.6625004655,0.185588078,0.2311633112,0.1878770218,0.2586627003,0.1645689096,0.7500774893,0.7042240235,0.2853422564,0.1510217858,0.1685408017,0.3915568318,0.5274933673,0.4680747067,0.0179215886,0.1761869618,0.1473171842,0.149195655
