"","UTSW15_G","UTSW24_G","UTSW31_G","UTSW32_G","UTSW37_G","UTSW39_G","UTSW45_G","UTSW46_G","UTSW47_G","UTSW48_G","UTSW49_G","UTSW50_G","UTSW52_G","UTSW54_G","UTSW60_G","UTSW62_G","UTSW65_G","UTSW70_G","UTSW79_G","XP615_G","XP659_G","XP681_G","XP685_G"
"RP11-54O7.3",0.0100334152216463,0.0137375812886847,0.105848151040061,0.0134498611979168,0.00533930860130775,0.00489135532176946,0.00133264130173115,0.011642377956543,0.00222508901945684,0.203766263970191,0.383940777201882,0.00897998968778552,0.00470731000377783,0.00294732109824571,0.00359846855905361,0.0121335195416346,0.031712126184158,0.00299700585754065,0.0551254237519805,0.0356066632717515,0.121685817099853,0.143230263728976,0.0194582363323097
"PLEKHN1",0.181019532957201,0.0769304552166343,0.341821551982581,0.690986619042976,0.123185477015886,0.0578810379742719,0.157917994255142,0.148440318945923,0.0845533827393598,0.0765163113683983,0.256751915496311,0.0409088419110229,0.0388353075311671,0.331573623552642,0.142139508082618,0.206269832207788,0.150771687647488,0.0389610761480285,0.111475856920672,0.224008953000854,0.126277734726263,0.187955769596305,0.25821079612975
"PERM1",0.696486239969278,0.0549503251547388,0.129154165947964,1.62238950699872,0.0400448145098081,0.01548929185227,0.0866216846125251,0.0814966456958011,0.0281844609131199,0.0249509710983908,0.122101307237348,0.0339244054871898,0.0141219300113335,0.208154552563603,0.0395831541495897,0.0659953158341816,0.0534098967312134,0.0839161640111383,0.0447128437099397,0.537817128209037,0.0352047018024732,0.0637383727340072,0.0766654511493003
"RP11-54O7.17",0.00836117935137189,0.119251363973309,0.0446698619068146,0.0487557468424484,0.0596858425789045,0.01548929185227,0.0877344400994706,0.00218294586685182,0.00890035607782734,0.0116437865125824,0.233729035676114,0.130708738788878,0.00470731000377783,0.00442098164736856,0.017992342795268,0.0518432198597115,0.0274087350256587,0.00599401171508131,0.0134751035838174,0.00352153812577762,0.00459191762640955,0.0162967430285814,0.0528291116422209
"HES4",0.110367567438109,0.334281144691328,0.329197460574134,0.0947094392686642,0.41227089985812,0.241306862540627,0.657325322078892,0.0283782962690736,0.1409223045656,0.0998038843935631,1.48013917995496,0.750826915562067,0.028243860022667,0.0906301237710556,0.327460638873878,0.819564092675864,0.126292151645682,0.00599401171508131,0.0594129567104678,0.0367805093136774,0.0696440840005448,0.0706192197905193,0.318336746396587
"ISG15",0.268811916146606,0.0824254877321082,0.0650626249512299,0.342971460546879,2.98410143935232,0.0434107784807039,0.267860901647962,0.238668748109132,2.35488587892515,0.0532287383432336,12.0025585014313,2.09017242196264,0.164755850132224,0.168734132874567,0.354449153066781,6.38057670805321,0.136445595555522,0.143856281161951,0.325240000136685,0.281136127041247,0.119389858286648,0.106109904608319,8.24219757858508
"RP11-465B22.3",0.157190171805791,0.0732671002063184,0.117501158494012,0.0666888951063375,0.149351902954152,0.0281252931001744,0.0446434836079937,0.140676308146154,0.248468273839347,0.0582189325629118,0.106499473534798,0.18758200681152,0.00470731000377783,0.0943142751438627,0.0989578853739743,0.0518432198597115,0.0846574680844281,0.0269730527178659,0.0171501318339495,0.0481276877189608,0.0137757528792286,0.118604074263564,0.0249065425053564
"RP11-54O7.18",0.0518393119785057,0.0228959688144745,0.031074686543871,0.0212956135633683,0.0353729194836638,0.00244567766088473,0.00666320650865578,0.0167359183125306,0.0318929426122146,0.0133071845858084,0.00814008714915651,0.0319288522232374,0.00117682750094446,0.0147366054912285,0.00719693711810722,0.0154426612348077,0.0175251223649294,0.00299700585754065,0.00183751412506602,0.00899948632143169,0.00153063920880318,0.037663583888277,0.00194582363323097
"RP11-465B22.8",0.00250835380541157,0.0338860338454222,0.113616822676028,0.0123290394314237,0.00305103348646157,0.00652180709569261,0.00732952715952135,0.0560289439158633,0.026701068233482,0.0282777672448429,0.00542672476610434,0.0209533092714996,0.00470731000377783,0.0508412889447385,0.0215908113543217,0.00220609446211538,0.0123315662609099,0.0329670644329472,0.0539004143352698,0.0179989726428634,0.0130104332748271,0.0624708482762286,0.0173178303357556
"TNFRSF18",0.00501670761082313,0.00366335501031592,0.0369011902708468,0.00224164353298614,0.000381379185807696,0.00244567766088473,0.00533056520692462,0.0822242943180851,0.00222508901945684,0.00166339807322605,0.00814008714915651,0.000997776631976169,0.00588413750472228,0.00663147247105285,0.0161931085157412,0.00110304723105769,0.00083452963642521,0.00299700585754065,0.00122500941671068,0.00195641006987646,0.000765319604401591,0.00434579814095503,0.00856162398621628
"TNFRSF4",0.000836117935137189,0.00366335501031592,0.00291325186348791,0.00112082176649307,0.00266965430065388,0.245382991975435,0.00199896195259673,0.00582118897827151,0.00667526705837051,0.0033267961464521,0.0135668119152608,0.00199555326395234,0.00706096500566674,0.0213680779622814,0.0017992342795268,0.00110304723105769,0.00139088272737535,0.00599401171508131,0.00306252354177669,0.00234769208385175,0.00382659802200796,0.0027161238380969,0.000778329453292389
"FAM132A",0.00167223587027438,0.203774122448823,0.0359301063163509,0.317192559917538,0.00915310045938472,0.0105979365305005,0.0566372553235741,0.0613626083172046,0.447984589250643,0.0715261171487202,0.0529105664695173,0.0389132886470706,0.0247133775198336,0.02063124768772,0.0107954056771608,0.0970681563330768,0.0375538336391345,0.0119880234301626,0.183751412506602,0.100168195577675,0.0084185156484175,0.0354906848177994,0.00933995343950866
