"","UTSW15_N","UTSW24_N","UTSW31_N","UTSW32_N","UTSW37_N","UTSW39_N","UTSW45_N","UTSW46_N","UTSW47_N","UTSW48_N","UTSW49_N","UTSW50_N","UTSW52_N","UTSW54_N","UTSW60_N","UTSW62_N","UTSW65_N","UTSW70_N","UTSW79_N","XP615_N","XP659_N","XP681_N","XP685_N"
"RP11-54O7.3",0.0943773760832579,0.120335938013665,0.0992372893556699,0.0662554762020562,0.117852266698549,0.0458267079707245,0.0947813768762217,0.260043366249628,0.0956032844834575,0.144660845213072,0.202285968001011,0.170717395677317,0.172885994006066,0.107662125589714,0.136486709262348,0.0519781275310327,0.191845414614786,0.0725404726730546,0.0894119376932632,0.136019236538835,0.143986498223969,0.393904263588666,0.160544426941385
"PLEKHN1",0.0229955028020121,0.0169704527967989,0.00855493873755775,0.0174356516321201,0.0114977821169316,0.031845678420334,0.0284344130628665,0.0267367321080659,0.0156960616316124,0.012234996858817,0.0113008920670956,0.0564355027032452,0.06066175228283,0.0176174387328622,0.02617553328319,0.0379299849550779,0.151250139167288,0.0061736572487706,0.0150694277011118,0.0113349363782362,0.0152009206336155,0.075799955587873,0.0328060131680991
"PERM1",0.0143721892512576,0.012342147488581,0.0205318529701386,0.0191792167953321,0.0371466806854712,0.00854396250301643,0.0120056410709881,0.0200525490810494,0.0128422322440465,0.0244699937176341,0.010170802860386,0.0155197632433924,0.0406130431533547,0.0352348774657245,0.0280452142319893,0.0379299849550779,0.0347024128825381,0.0123473144975412,0.00803702810725962,0.0396722773238268,0.0092894514983206,0.0215050435797055,0.0196836079008595
"RP11-54O7.17",0.0138931162762156,0.0300839845034162,0.0245184544218405,0.0174356516321201,0.00663333583669129,0.00233017159173175,0.0149375449956925,0.0286464986872134,0.00428074408134884,0.0151138196491269,0.0553743711287684,0.00846532540548678,0.0257812447202028,0.015659945540322,0.0168271285391936,0.00421444277278644,0.0556548131135044,0.0324117005560457,0.0105485993907782,0.0325879420874291,0.00768490987588341,0.0463444335203833,0.0278851111928843
"HES4",0.274987887674061,0.0809953428938129,0.147144946285993,0.0645119110388442,0.258257875241848,0.115731855722677,0.112157962636862,0.135593427119477,0.082761052239411,0.105796737543889,0.242969179442555,0.076187928649381,0.187040402872059,0.211409264794347,0.186968094879929,0.219151024184895,0.314613384718104,0.172862402965577,0.129597078229561,0.155855375200748,0.0897276565178694,0.124405612502479,0.146806908927244
"ISG15",0.318104455427834,0.0833094955479219,0.133457044305901,0.298149642909253,0.194135628820499,0.248551636451387,0.17945274021898,0.16423992580669,0.162668275091256,0.123069674285748,0.429433898549633,0.280766625948645,0.148621293092934,0.174216894136082,0.222492032907115,0.326380496467158,0.397440841881143,0.138907288097339,0.170786847279267,0.273455340124949,0.177132950161159,0.292766682396981,0.216929762074056
"RP11-465B22.3",0.0632376327055332,0.0385692109018157,0.0333642610764752,0.0226663471217561,0.0895500337953325,0.0577338848044738,0.0442313092089034,0.0582478806640007,0.0242575497943101,0.0388641076691835,0.0847566905032169,0.0695990837087771,0.112224241723236,0.0724272481239892,0.0838177969346721,0.184030667745008,0.1479763266312,0.0277814576194677,0.0690682102967623,0.0708433523639764,0.0240681243365579,0.0647280519626781,0.0602810491963822
"RP11-54O7.18",0.00383258380033535,0.00154276843607263,0.0034219754950231,0.00348713032642401,0.00619111344757854,0.00854396250301643,0.00947813768762217,0.0100262745405247,0.00998840285648064,0.00215911709273242,0.00791062444696691,0.0126979881082302,0.0111213212518522,0.0117449591552415,0.0149574475903943,0.0252866566367186,0.0170238251876602,0.0061736572487706,0.00753471385055589,0.0113349363782362,0.00211123897689105,0.00936853383670341,0.00574105230441735
"RP11-465B22.8",0.0517398813045272,0.0424261319919972,0.0325087672027194,0.0313841729378161,0.0252066761794269,0.022524992053407,0.0581325778174159,0.0868943793512141,0.0656380759140156,0.0503793988304231,0.106228385430699,0.0564355027032452,0.072794102739396,0.164429428173381,0.0598297903615772,0.0421444277278644,0.0661310132289876,0.0679102297364766,0.0459617544883909,0.0481734796075039,0.0945835061647188,0.0783550102706103,0.139220518382121
"TNFRSF18",0.0182047730515929,0.000771384218036313,0.0034219754950231,0.00348713032642401,0.00309555672378927,0.0201948204616752,0.014533144454354,0.0152781326331805,0.00570765877513179,0.00575764558061978,0.0169513381006434,0.0352721891895282,0.0202205840942767,0.0117449591552415,0.0112180856927957,0.00842888554557287,0.0419048004619327,0.00771707156096325,0.00669584904186067,0.0155855375200748,0.0103450709867661,0.046842669183517,0.0135324804318409
